Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
OR15609,East,Electronics,4/27/2022,5/2/2022,5/8/2022,Standard,77.0,Delivered,6
OR15610,Central,Grocery,7/16/2022,7/21/2022,7/25/2022,Express,105.0,Delivered,4
OR15611,East,Home,7/6/2022,7/7/2022,7/17/2022,Express,221.0,Delivered,10
OR15612,South,Fashion,11/9/2023,11/10/2023,11/16/2023,Standard,110.0,Delivered,6
OR15613,North,Home,6/7/2025,6/9/2025,6/14/2025,Standard,103.0,Delivered,5
OR15614,Central,Sports,10/7/2022,10/9/2022,10/17/2022,Standard,83.0,Delivered,8
OR15615,North,Fashion,6/9/2025,6/12/2025,6/18/2025,Standard,128.0,Delivered,6
OR15616,East,Electronics,5/1/2024,5/1/2024,5/9/2024,Same Day,271.0,Delivered,8
OR15617,Central,Electronics,2/13/2025,2/13/2025,2/22/2025,Standard,71.0,Delivered,9
OR15618,West,Sports,12/21/2025,12/23/2025,12/30/2025,Standard,145.0,Delayed,7
OR15619,South,Sports,8/22/2023,8/22/2023,8/27/2023,Standard,128.0,Delivered,5
OR15620,East,Sports,8/20/2023,8/22/2023,8/24/2023,Standard,80.0,Delivered,2
OR15621,East,Beauty,1/28/2025,2/1/2025,2/5/2025,Standard,142.0,Delayed,4
OR15622,South,Sports,10/1/2023,10/1/2023,10/3/2023,Standard,75.0,Delivered,2
OR15623,South,Grocery,2/17/2024,2/18/2024,2/24/2024,Express,184.0,Delivered,6
OR15624,West,Home,4/6/2024,4/11/2024,4/18/2024,Standard,71.0,Delivered,7
OR15625,East,Beauty,3/24/2024,3/25/2024,3/28/2024,Standard,54.0,Delivered,3
OR15626,East,Grocery,9/5/2023,9/6/2023,9/9/2023,Express,84.0,Delayed,3
OR15627,North,Fashion,12/27/2025,12/31/2025,1/8/2026,Standard,120.0,Delivered,8
OR15628,Central,Electronics,1/12/2025,1/13/2025,1/17/2025,Express,196.0,Delivered,4
OR15629,Central,Electronics,10/22/2022,10/26/2022,11/3/2022,Express,90.0,Delayed,8
OR15630,North,Fashion,5/10/2023,5/12/2023,5/20/2023,Express,160.0,Delivered,8
OR15631,Central,Electronics,4/17/2025,4/20/2025,4/23/2025,Express,111.0,Delayed,3
OR15632,South,Sports,10/22/2022,10/26/2022,10/28/2022,Standard,135.0,Delivered,2
OR15633,Central,Sports,9/1/2025,9/2/2025,9/4/2025,Standard,107.0,Delivered,2
OR15634,Central,Beauty,4/28/2024,4/29/2024,5/2/2024,Standard,139.0,Delivered,3
OR15635,North,Sports,12/5/2023,12/9/2023,12/16/2023,Standard,90.0,Delayed,7
OR15636,West,Fashion,2/20/2022,2/20/2022,2/24/2022,Standard,55.0,Delivered,4
OR15637,Central,Home,11/20/2022,11/21/2022,11/24/2022,Standard,97.0,Delivered,3
OR15638,Central,Fashion,9/14/2023,9/14/2023,9/21/2023,Express,140.0,Delivered,7
OR15639,West,Home,3/23/2025,3/23/2025,4/1/2025,Standard,109.0,Delivered,9
OR15640,North,Electronics,7/24/2022,7/27/2022,8/3/2022,Standard,67.0,Delivered,7
OR15641,West,Beauty,10/2/2024,10/5/2024,10/9/2024,Express,210.0,Delivered,4
OR15642,North,Electronics,3/12/2022,3/17/2022,3/19/2022,Express,160.0,Returned,2
OR15643,South,Electronics,6/1/2022,6/4/2022,6/12/2022,Standard,53.0,Delayed,8
OR15644,North,Home,7/14/2022,7/19/2022,7/25/2022,Standard,133.0,Delayed,6
OR15645,South,Electronics,3/28/2024,3/30/2024,4/6/2024,Standard,86.0,Returned,7
OR15646,South,Fashion,6/4/2024,6/9/2024,6/19/2024,Express,109.0,Delayed,10
OR15647,North,Home,5/17/2023,5/21/2023,5/25/2023,Same Day,341.0,Delivered,4
OR15648,East,Sports,1/16/2022,1/16/2022,1/21/2022,Same Day,203.0,Delivered,5
OR15649,North ,Home,8/11/2022,8/16/2022,8/25/2022,Standard,55.0,Delivered,9
OR15650,Central,Fashion,11/4/2023,11/5/2023,11/13/2023,Same Day,361.0,Delivered,8
OR15651,Central,Beauty,7/25/2022,7/27/2022,8/6/2022,Express,91.0,Delivered,10
OR15652,East,Fashion,5/20/2023,5/23/2023,6/1/2023,Standard,119.0,Delayed,9
OR15653,South,Fashion,11/21/2023,11/25/2023,11/28/2023,Express,142.0,Delivered,3
OR15654,East,Electronics,1/7/2023,1/9/2023,1/18/2023,Express,177.0,Delayed,9
OR15655,Central,Beauty,10/30/2025,11/4/2025,11/9/2025,Standard,128.0,Delayed,5
OR15656,East,Sports,2/12/2025,2/13/2025,2/17/2025,Standard,104.0,Delivered,4
OR15657,North,Beauty,10/14/2024,10/16/2024,10/25/2024,Express,222.0,Delivered,9
OR15658,East,Sports,1/21/2023,1/21/2023,1/30/2023,Standard,132.0,Delivered,9
OR15659,South,Grocery,7/25/2023,7/28/2023,8/1/2023,Standard,95.0,Delivered,4
OR15660,North,Beauty,10/24/2022,10/26/2022,11/4/2022,Standard,124.0,Delivered,9
OR15661,West,Beauty,8/30/2024,8/30/2024,9/2/2024,Express,159.0,Delivered,3
OR15662,Central,Fashion,4/29/2025,5/1/2025,5/4/2025,Standard,74.0,Delayed,3
OR15663,Central,Beauty,9/3/2025,9/4/2025,9/7/2025,Express,203.0,Delayed,3
OR15664,East,Electronics,3/25/2022,3/28/2022,4/6/2022,Express,128.0,Delayed,9
OR15665,North,Home,5/10/2022,5/13/2022,5/21/2022,Same Day,220.0,Delivered,8
OR15666,West,Electronics,9/30/2023,10/2/2023,10/12/2023,Standard,60.0,Delivered,10
OR15667,North,Fashion,1/9/2023,1/13/2023,,Express,210.0,Delivered,2
OR15668,Central,Electronics,7/24/2022,7/25/2022,7/30/2022,Standard,80.0,Delivered,5
OR15669,North,Beauty,10/10/2023,10/11/2023,10/16/2023,Standard,50.0,Delivered,5
OR15670,West,Fashion,7/6/2025,7/7/2025,7/10/2025,Standard,83.0,Delivered,3
OR15671,East,Beauty,6/28/2024,7/2/2024,7/5/2024,Same Day,209.0,Delayed,3
OR15672,South,Home,12/9/2022,12/13/2022,12/21/2022,Express,94.0,Returned,8
OR15673,North,Home,9/13/2025,9/14/2025,9/22/2025,Standard,,Delayed,8
OR15674,South,Sports,11/22/2024,11/25/2024,11/29/2024,Standard,140.0,Delivered,4
OR15675,Central,Beauty,9/5/2022,9/5/2022,9/10/2022,Standard,149.0,Delivered,5
OR15676,East,Grocery,7/14/2025,7/16/2025,7/20/2025,Standard,107.0,Delivered,4
OR15677,East,Electronics,9/24/2024,9/26/2024,10/1/2024,Express,,Delivered,5
OR15678,North,Grocery,8/27/2023,8/31/2023,9/3/2023,Express,172.0,Delivered,3
OR15679,East,Electronics,5/7/2024,5/8/2024,5/12/2024,Standard,93.0,Delivered,4
OR15680,North,Sports,10/5/2025,10/6/2025,10/13/2025,Express,143.0,Delivered,7
OR15681,North,Sports,10/20/2025,10/23/2025,11/1/2025,Standard,71.0,Delivered,9
OR15682,South,Home,1/2/2025,1/4/2025,1/13/2025,Standard,60.0,Delayed,9
OR15683,East,Home,7/6/2025,7/7/2025,7/11/2025,Standard,80.0,Delivered,4
OR15684,North,Beauty,3/10/2024,3/12/2024,3/18/2024,Standard,103.0,Delayed,6
OR15685,South,Home,6/24/2024,6/29/2024,7/1/2024,Express,206.0,Delivered,2
OR15686,West,Beauty,5/21/2025,5/23/2025,5/31/2025,Standard,59.0,Delivered,8
OR15687,South,Electronics,5/13/2023,5/14/2023,5/17/2023,Standard,111.0,Delayed,3
OR15688,South,Beauty,1/25/2022,1/27/2022,1/29/2022,Standard,132.0,Delayed,2
OR15689,North,Grocery,12/12/2025,12/14/2025,12/22/2025,Standard,96.0,Delivered,8
OR15690,CENTRAL,Grocery,3/22/2025,3/25/2025,3/31/2025,Express,89.0,Delivered,6
OR15691,Central,Home,2/22/2022,2/26/2022,3/2/2022,Same Day,212.0,Delivered,4
OR15692,Central,Sports,4/28/2023,5/2/2023,5/11/2023,Standard,102.0,Delivered,9
OR15693,South,Grocery,8/24/2022,8/27/2022,8/30/2022,Standard,135.0,Delayed,3
OR15694,North,Sports,12/15/2022,12/16/2022,12/18/2022,Same Day,200.0,Delivered,2
OR15695,East,Home,2/26/2025,2/28/2025,3/3/2025,Standard,84.0,Delivered,3
OR15696,South,Electronics,10/10/2024,10/15/2024,10/17/2024,Standard,144.0,Delivered,2
OR15697,South,Beauty,2/27/2024,3/3/2024,3/12/2024,Standard,126.0,Delivered,9
OR15698,North,Fashion,5/1/2023,5/6/2023,5/13/2023,Express,96.0,Delivered,7
OR15699,West,Grocery,8/21/2022,8/22/2022,8/26/2022,Standard,100.0,Delivered,4
OR15700,South,Beauty,3/13/2022,3/18/2022,3/28/2022,Express,165.0,Delivered,10
OR15701,West,Beauty,2/5/2024,2/10/2024,2/20/2024,Standard,50.0,Delivered,10
OR15702,West,Home,4/5/2024,4/5/2024,4/10/2024,Standard,149.0,Delivered,5
OR15703,Central,Home,8/10/2025,8/12/2025,,Standard,75.0,Delayed,7
OR15704,North,Beauty,6/19/2022,6/19/2022,6/27/2022,Standard,99.0,Delayed,8
OR15705,West,Grocery,6/29/2025,7/2/2025,7/12/2025,Express,131.0,Delivered,10
OR15706,North,Fashion,9/29/2025,9/29/2025,10/6/2025,Standard,96.0,Delivered,7
OR15707,Central,Electronics,1/7/2022,1/11/2022,1/18/2022,Standard,119.0,Delivered,7
OR15708,North,Grocery,11/9/2024,11/14/2024,11/18/2024,Standard,140.0,Delivered,4
OR15709,South,Beauty,1/17/2025,1/22/2025,1/25/2025,Standard,127.0,Delayed,3
OR15710,West,Electronics,5/15/2023,5/17/2023,5/24/2023,Standard,68.0,Delivered,7
OR15711,North,Home,12/6/2022,12/8/2022,12/12/2022,Standard,56.0,Delivered,4
OR15712,East,Beauty,12/15/2024,12/18/2024,12/21/2024,Express,156.0,Delivered,3
OR15713,North,Beauty,3/31/2023,4/2/2023,4/8/2023,Standard,57.0,Delivered,6
OR15714,West,Grocery,6/5/2025,6/8/2025,6/15/2025,Standard,101.0,Delivered,7
OR15715,Central,Electronics,12/21/2024,12/23/2024,12/28/2024,Standard,101.0,Delayed,5
OR15716,Central,Sports,6/18/2025,6/18/2025,6/28/2025,Standard,95.0,Delivered,10
OR15717,West,Sports,11/8/2025,11/10/2025,11/17/2025,Standard,84.0,Delivered,7
OR15718,South,Sports,3/14/2024,3/17/2024,3/25/2024,Express,190.0,Delivered,8
OR15719,South,Beauty,5/9/2023,5/14/2023,5/22/2023,Standard,89.0,Delivered,8
OR15720,Central,Electronics,11/26/2025,12/1/2025,12/5/2025,Standard,88.0,Delivered,4
OR15721,Central,Sports,4/1/2023,4/1/2023,4/3/2023,Standard,103.0,Delivered,2
OR15722,West,Home,6/19/2024,6/24/2024,7/4/2024,Express,184.0,Delivered,10
OR15723,South,Beauty,10/6/2025,10/11/2025,10/18/2025,Standard,53.0,Delivered,7
OR15724,Central,Electronics,12/24/2025,12/27/2025,1/2/2026,Standard,66.0,Delivered,6
OR15725,South,Home,10/24/2022,10/29/2022,11/5/2022,Standard,108.0,Delivered,7
OR15726,Central,Fashion,3/26/2022,3/30/2022,4/6/2022,Express,86.0,Delivered,7
OR15727,North,Electronics,11/11/2025,11/11/2025,11/13/2025,Express,210.0,Delivered,2
OR15728,East,Sports,8/30/2025,9/3/2025,9/6/2025,Same Day,220.0,Delivered,3
OR15729,North,Sports,10/1/2025,10/6/2025,10/16/2025,Standard,120.0,Delivered,10
OR15730,Central,Beauty,5/26/2023,5/31/2023,6/6/2023,Standard,74.0,Delivered,6
OR15731,East,Fashion,2/2/2024,2/5/2024,2/12/2024,Same Day,385.0,Delivered,7
OR15732,East,Beauty,4/23/2023,4/27/2023,4/30/2023,Standard,149.0,Delivered,3
OR15733,Central,Grocery,12/28/2023,12/30/2023,1/3/2024,Standard,84.0,Delivered,4
OR15734,Central,Fashion,10/6/2024,10/6/2024,10/15/2024,Express,116.0,Delivered,9
OR15735,South,Sports,2/17/2025,2/17/2025,2/21/2025,Standard,61.0,Delivered,4
OR15736,Central,Sports,3/1/2023,3/5/2023,3/11/2023,Standard,147.0,Delivered,6
OR15737,West,Grocery,7/22/2022,7/26/2022,8/2/2022,Standard,106.0,Delivered,7
OR15738,Central,Fashion,8/15/2024,8/15/2024,8/17/2024,Standard,146.0,Delivered,2
OR15739,West,Home,3/19/2024,3/22/2024,3/25/2024,Standard,97.0,Delivered,3
OR15740,Central,Fashion,8/18/2022,8/22/2022,8/29/2022,Express,158.0,Delivered,7
OR15741,South,Home,8/5/2025,8/9/2025,8/15/2025,Standard,94.0,Delivered,6
OR15742,West,Sports,1/10/2024,1/15/2024,1/17/2024,Standard,113.0,Delayed,2
OR15743,North,Sports,2/7/2022,2/10/2022,2/16/2022,Express,202.0,Delivered,6
OR15744,West,Fashion,3/15/2025,3/18/2025,3/21/2025,Standard,138.0,Delivered,3
OR15745,South,Sports,3/14/2023,3/14/2023,3/21/2023,Standard,106.0,Delivered,7
OR15746,West,Beauty,12/8/2024,12/12/2024,12/20/2024,Same Day,211.0,Delivered,8
OR15747,Central,Beauty,9/2/2025,9/2/2025,9/8/2025,Standard,89.0,Delivered,6
OR15748,Central,Beauty,6/12/2023,6/13/2023,6/23/2023,Standard,101.0,Delayed,10
OR15749,South,Grocery,8/2/2022,8/2/2022,8/12/2022,Express,189.0,Delivered,10
OR15750,East,Electronics,8/20/2023,8/20/2023,8/24/2023,Standard,78.0,Delivered,4
OR15751,Central,Home,3/22/2024,3/25/2024,3/27/2024,Express,233.0,Delivered,2
OR15752,North,Sports,1/23/2025,1/28/2025,2/4/2025,Standard,105.0,Delivered,7
OR15753,South,Home,10/29/2023,10/29/2023,11/1/2023,Standard,127.0,Delivered,3
OR15754,West,Fashion,11/12/2023,11/17/2023,11/23/2023,Standard,121.0,Delivered,6
OR15755,West,Grocery,9/23/2024,9/25/2024,9/29/2024,Express,195.0,Delivered,4
OR15756,North,Home,12/29/2023,12/29/2023,1/3/2024,Express,111.0,Delivered,5
OR15757,Central,Sports,5/18/2022,5/21/2022,5/24/2022,Standard,60.0,Delivered,3
OR15758,South,Electronics,12/16/2024,12/17/2024,12/26/2024,Same Day,272.0,Delivered,9
OR15759,North,Beauty,7/13/2024,7/16/2024,7/23/2024,Standard,147.0,Delayed,7
OR15760,Central,Grocery,6/15/2022,6/18/2022,6/23/2022,Standard,145.0,Delivered,5
OR15761,South,Fashion,7/24/2022,7/29/2022,8/3/2022,Standard,117.0,Delivered,5
OR15762,West,Sports,9/25/2024,9/27/2024,10/5/2024,Standard,123.0,Delivered,8
OR15763,South,Grocery,2/13/2024,2/14/2024,2/23/2024,Standard,57.0,Delayed,9
OR15764,East,Sports,5/22/2022,5/24/2022,5/31/2022,Express,102.0,Delayed,8
OR15765,South,Fashion,1/4/2024,1/9/2024,1/12/2024,Standard,126.0,Delivered,3
OR15766,East,Fashion,1/13/2024,1/14/2024,1/19/2024,Express,96.0,Delivered,5
OR15767,South,Electronics,2/23/2022,2/25/2022,3/2/2022,Express,91.0,Delayed,5
OR15768,East,Grocery,6/3/2022,6/3/2022,6/8/2022,Express,220.0,Delayed,5
OR15769,West,Electronics,8/14/2022,8/15/2022,8/22/2022,Standard,82.00 USD,Delivered,7
OR15770,Central,Electronics,10/12/2022,10/12/2022,10/14/2022,Standard,139.0,Delivered,2
OR15771,East,Electronics,3/3/2022,3/5/2022,3/15/2022,Standard,51.0,Delivered,10
OR15772,East,Beauty,11/16/2025,11/20/2025,11/22/2025,Standard,142.0,Delivered,2
OR15773,West,Home,11/10/2023,11/10/2023,11/16/2023,Same Day,211.0,Delivered,6
OR15774,East,Fashion,11/26/2025,11/30/2025,12/8/2025,Express,,Delivered,8
OR15775,North,Electronics,2/29/2024,3/4/2024,3/6/2024,Standard,93.0,Delivered,2
OR15776,West,Home,10/20/2023,10/23/2023,10/28/2023,Standard,54.0,Delivered,5
OR15777,North,Home,11/8/2023,11/9/2023,11/17/2023,Standard,137.0,Delivered,8
OR15778,West,Home,10/22/2025,10/24/2025,10/31/2025,Standard,61.0,Delivered,7
OR15779,East,Electronics,3/30/2025,4/4/2025,4/11/2025,Express,172.0,Delivered,7
OR15780,North,Home,8/1/2024,8/5/2024,8/11/2024,Same Day,230.0,Delivered,6
OR15781,East,Electronics,2/17/2022,2/17/2022,2/25/2022,Standard,63.0,Delivered,8
OR15782,West,Grocery,1/21/2023,1/21/2023,1/25/2023,Express,136.0,Delivered,4
OR15783,East,Fashion,9/6/2022,9/9/2022,9/15/2022,Standard,130.0,Delayed,4
OR15784,North,Sports,1/26/2022,1/29/2022,2/7/2022,Standard,114.0,Delivered,9
OR15785,North,Electronics,3/14/2025,3/16/2025,3/18/2025,Standard,67.0,Delivered,2
OR15786,East,Fashion,7/7/2025,7/12/2025,7/14/2025,Standard,83.0,Delivered,2
OR15787,South,Electronics,1/9/2022,1/11/2022,1/14/2022,Standard,62.0,Delivered,3
OR15788,West,Beauty,5/15/2023,5/15/2023,5/20/2023,Express,152.0,Returned,5
OR15789,West,Grocery,7/13/2025,7/17/2025,7/25/2025,Express,95.0,Delivered,8
OR15790,East,Fashion,8/29/2022,8/29/2022,9/7/2022,Standard,142.0,Delivered,9
OR15791,South,Fashion,9/10/2025,9/14/2025,9/22/2025,Standard,85.0,Delivered,8
OR15792,North,Home,6/26/2022,6/26/2022,6/28/2022,Standard,65.0,Delivered,2
OR15793,Central,Electronics,6/15/2023,6/17/2023,6/27/2023,Standard,129.0,Delivered,10
OR15794,Central,Electronics,11/26/2024,12/1/2024,12/6/2024,Express,166.0,Delivered,5
OR15795,East,Sports,8/13/2022,8/17/2022,8/24/2022,Express,140.0,Delivered,7
OR15796,South,Home,3/27/2024,3/29/2024,4/2/2024,Express,81.0,Delayed,4
OR15797,South,Home,6/19/2025,6/24/2025,7/4/2025,Standard,85.0,Delivered,10
OR15798,West,Sports,1/25/2023,1/30/2023,2/4/2023,Express,186.0,Delivered,5
OR15799,North,Home,9/5/2025,9/7/2025,9/10/2025,Standard,112.0,Delivered,3
OR15800,South,Home,7/7/2024,7/7/2024,7/10/2024,Standard,55.0,Delivered,3
OR15801,Central,Grocery,6/27/2023,6/27/2023,7/4/2023,Standard,143.0,Returned,7
OR15802,North,Beauty,2/2/2022,2/5/2022,2/10/2022,Express,210.0,Delivered,5
OR15803,North,Fashion,6/13/2023,6/15/2023,6/18/2023,Standard,113.0,Delivered,3
OR15804,East,Sports,7/31/2023,8/5/2023,8/15/2023,Same Day,248.0,Delivered,10
OR15805,South,Grocery,2/6/2024,2/9/2024,2/19/2024,Express,155.0,Delivered,10
OR15806,East,Beauty,8/2/2023,8/3/2023,8/6/2023,Same Day,302.0,Delivered,3
OR15807,South,Grocery,6/22/2022,6/24/2022,7/2/2022,Express,175.0,Delivered,8
OR15808,West,Grocery,8/16/2022,8/19/2022,8/26/2022,Standard,69.0,Delivered,7
OR15809,East,Home,3/29/2022,3/30/2022,4/3/2022,Standard,73.0,Delayed,4
OR15810,East,Beauty,8/21/2022,8/23/2022,8/29/2022,Standard,59.0,Delivered,6
OR15811,Central,Beauty,1/22/2024,1/24/2024,1/30/2024,Standard,124.0,Delivered,6
OR15812,East,Sports,2/6/2022,2/7/2022,2/13/2022,Express,203.0,Delivered,6
OR15813,South,Home,10/3/2025,10/3/2025,10/13/2025,Standard,122.0,Delivered,10
OR15814,Central,Home,10/10/2022,10/11/2022,10/15/2022,Standard,128.0,Delivered,4
OR15815,East,Grocery,5/28/2022,6/2/2022,6/5/2022,Standard,103.0,Returned,3
OR15816,East,Electronics,7/26/2024,7/30/2024,8/9/2024,Standard,110.0,Delivered,10
OR15817,West,Sports,7/9/2024,7/11/2024,7/14/2024,Same Day,250.0,Delivered,3
OR15818,East,Sports,2/5/2025,2/9/2025,2/13/2025,Standard,147.0,Delayed,4
OR15819,North,Grocery,12/29/2024,12/30/2024,1/9/2025,Standard,98.0,Delivered,10
OR15820,Central,Grocery,2/7/2025,2/7/2025,2/16/2025,Standard,69.0,Delivered,9
OR15821,North,Fashion,6/16/2022,6/20/2022,6/28/2022,Standard,97.0,Delayed,8
OR15822,Central,Grocery,1/12/2023,1/17/2023,1/20/2023,Standard,100.0,Delivered,3
OR15823,West,Home,10/17/2025,10/20/2025,10/28/2025,Standard,96.0,Delayed,8
OR15824,East,Grocery,11/19/2024,11/22/2024,11/24/2024,Express,222.0,Delivered,2
OR15825,East,Sports,7/13/2023,7/15/2023,7/21/2023,Express,215.0,Delivered,6
OR15826,East,Electronics,11/18/2023,11/20/2023,11/23/2023,Express,107.0,Delivered,3
OR15827,Central,Electronics,12/9/2024,12/9/2024,12/11/2024,Express,215.0,Delivered,2
OR15828,East,Home,10/11/2022,10/11/2022,10/19/2022,Express,237.0,Delayed,8
OR15829,North,Electronics,7/20/2022,7/25/2022,8/2/2022,Express,96.0,Delivered,8
OR15830,East,Grocery,6/29/2025,7/2/2025,7/4/2025,Standard,59.0,Returned,2
OR15831,West ,Electronics,3/26/2024,3/26/2024,4/3/2024,Express,149.0,Delivered,8
OR15832,North,Grocery,12/7/2023,12/12/2023,12/16/2023,Standard,139.0,Delivered,4
OR15833,East,Beauty,2/16/2022,2/19/2022,2/23/2022,Standard,147.0,Delivered,4
OR15834,East,Fashion,6/22/2022,6/26/2022,6/30/2022,Express,209.0,Delivered,4
OR15835,South,Sports,2/26/2025,3/1/2025,3/4/2025,Same Day,304.0,Delivered,3
OR15836,Central,Beauty,7/13/2022,7/13/2022,7/16/2022,Standard,72.0,Delayed,3
OR15837,North,Home,9/23/2023,9/23/2023,9/27/2023,Express,244.0,Delivered,4
OR15838,South,Fashion,10/11/2025,10/14/2025,10/20/2025,Standard,51.0,Delivered,6
OR15839,West,Electronics,6/19/2023,6/20/2023,6/22/2023,Express,91.0,Delayed,2
OR15840,Central,Home,7/4/2024,7/5/2024,7/13/2024,Same Day,366.0,Delivered,8
OR15841,North,Grocery,2/21/2023,2/21/2023,2/25/2023,Express,127.0,Delivered,4
OR15842,East,Fashion,6/7/2025,6/10/2025,6/13/2025,Standard,73.0,Delivered,3
OR15843,North,Sports,8/24/2023,8/25/2023,8/30/2023,Standard,108.0,Delivered,5
OR15844,East,Sports,2/17/2022,2/19/2022,2/27/2022,Standard,59.0,Delivered,8
OR15845,Central,Fashion,2/4/2023,2/8/2023,2/16/2023,Express,243.0,Delivered,8
OR15846,East,Fashion,5/10/2023,5/14/2023,5/21/2023,Standard,106.0,Delivered,7
OR15847,West,Fashion,2/27/2023,3/2/2023,3/4/2023,Standard,107.0,Delivered,2
OR15848,East,Electronics,5/15/2022,5/16/2022,5/22/2022,Express,101.0,Delivered,6
OR15849,West,Beauty,11/14/2022,11/17/2022,11/19/2022,Standard,68.0,Delivered,2
OR15850,Central,Beauty,11/15/2023,11/15/2023,11/21/2023,Standard,95.0,Delivered,6
OR15851,Central,Beauty,5/14/2024,5/14/2024,5/19/2024,Standard,68.0,Delivered,5
OR15852,North,Sports,9/22/2025,9/24/2025,9/28/2025,Express,116.0,Delivered,4
OR15853,West,Sports,8/2/2024,8/2/2024,8/4/2024,Standard,125.0,Delivered,2
OR15854,west,Electronics,4/14/2022,4/17/2022,4/23/2022,Standard,107.0,Delivered,6
OR15855,South,Home,2/20/2024,2/24/2024,3/1/2024,Standard,,Delayed,6
OR15856,South,Sports,7/29/2025,8/2/2025,8/10/2025,Express,115.0,Returned,8
OR15857,South,Home,11/21/2025,11/22/2025,11/28/2025,Standard,124.0,Delivered,6
OR15858,East,Home,12/21/2025,12/21/2025,12/30/2025,Express,173.0,Delivered,9
OR15859,South,Home,1/13/2025,1/14/2025,1/16/2025,Standard,76.0,Delivered,2
OR15860,West,Sports,8/5/2025,8/5/2025,8/7/2025,Express,241.0,Delivered,2
OR15861,East,Grocery,9/27/2024,10/1/2024,10/10/2024,Express,133.0,Delivered,9
OR15862,Central,Home,11/19/2022,11/23/2022,11/29/2022,Standard,77.0,Delivered,6
OR15863,North,Beauty,2/14/2024,2/19/2024,2/27/2024,Express,238.0,Delayed,8
OR15864,South,Grocery,12/20/2023,12/22/2023,12/29/2023,Express,227.0,Delivered,7
OR15865,Central,Electronics,12/31/2023,1/4/2024,1/6/2024,Standard,64.0,Delivered,2
OR15866,West,Beauty,10/28/2023,10/28/2023,11/4/2023,Standard,89.0,Delivered,7
OR15867,North,Grocery,3/17/2022,3/21/2022,3/28/2022,Standard,63.0,Delivered,7
OR15868,Central,Grocery,9/20/2023,9/24/2023,9/26/2023,Same Day,393.0,Delayed,2
OR15869,North,Fashion,11/27/2023,12/1/2023,12/7/2023,Standard,62.0,Delayed,6
OR15870,South,Home,10/20/2025,10/23/2025,10/30/2025,Standard,103.0,Delivered,7
OR15871,West,Sports,3/7/2022,3/12/2022,3/22/2022,Express,147.0,Delivered,10
OR15872,North,Fashion,2/1/2025,2/2/2025,2/5/2025,Standard,111.0,Delivered,3
OR15873,Central,Beauty,2/13/2022,2/16/2022,2/21/2022,Standard,81.0,Delivered,5
OR15874,South,Grocery,5/18/2024,5/20/2024,5/26/2024,standard,109.0,Delayed,6
OR15875,South,Electronics,12/12/2025,12/17/2025,12/23/2025,Standard,132.0,Delivered,6
OR15876,Central,Sports,3/9/2025,3/14/2025,3/16/2025,Same Day,288.0,Returned,2
OR15877,Central,Electronics,3/3/2025,3/3/2025,3/9/2025,Same Day,265.0,Delivered,6
OR15878,North,Grocery,8/12/2022,8/15/2022,8/23/2022,Express,207.0,Delivered,8
OR15879,East,Electronics,9/4/2023,9/4/2023,9/14/2023,Standard,97.0,Delivered,10
OR15880,South,Fashion,3/21/2022,3/23/2022,3/30/2022,Same Day,358.0,Delivered,7
OR15881,North,Electronics,6/11/2024,6/16/2024,6/21/2024,Standard,101.0,Delivered,5
OR15882,Central,Fashion,12/3/2025,12/4/2025,12/12/2025,Standard,118.0,Delivered,8
OR15883,North,Home,1/3/2024,1/3/2024,1/7/2024,STANDARD,111.0,Delivered,4
OR15884,Central,Sports,9/28/2025,9/29/2025,10/3/2025,Standard,89.0,Delivered,4
OR15885,West,Electronics,9/25/2024,9/27/2024,10/5/2024,Standard,131.0,Delayed,8
OR15886,Central,Fashion,4/7/2024,4/12/2024,4/15/2024,Same Day,220.0,Delivered,3
OR15887,Central,Grocery,4/18/2022,4/19/2022,4/23/2022,Express,108.0,Delivered,4
OR15888, Central,Beauty,6/21/2024,6/23/2024,6/29/2024,Same Day,398.0,Delivered,6
OR15889,East,Grocery,4/23/2022,4/27/2022,5/6/2022,Standard,98.0,Delayed,9
OR15890,Central,Fashion,4/13/2025,4/18/2025,4/25/2025,Standard,57.0,Delivered,7
OR15891,South,Sports,5/10/2022,5/12/2022,5/21/2022,Express,119.0,Delivered,9
OR15892,South,Home,3/15/2024,3/17/2024,3/23/2024,Standard,69.0,Delivered,6
OR15893,North,Home,4/16/2024,4/17/2024,4/25/2024,Standard,53.0,Delayed,8
OR15894,East,Sports,4/12/2022,4/12/2022,4/22/2022,Standard,51.0,Delivered,10
