,Order_ID,Customer_Region,Product_Category,Order_Date,Ship_Date,Delivery_Date,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days
8823,OR18823,North,Sports,2024-11-09,2024-11-12,2024-11-14,Standard,88.0,Delivered,2
8824,OR18824,West,Sports,2024-08-28,2024-09-02,2024-09-04,Standard,140.0,Delivered,4
8825,OR18825,East,Beauty,2023-03-26,2023-03-27,2023-04-05,Standard,134.0,Delivered,9
8826,OR18826,North,Sports,2022-12-11,2022-12-13,2022-12-16,Express,215.0,Delayed,3
8827,OR18827,South,Beauty,2023-02-26,2023-03-02,2023-03-08,Standard,55.0,Delivered,6
8828,OR18828,West,Home,2022-09-28,2022-09-30,2022-10-07,Same Day,311.0,Delivered,7
8829,OR18829,West,Electronics,2024-10-31,2024-11-01,2024-11-10,Express,109.0,Delayed,9
8830,OR18830,North,Grocery,2023-05-10,2023-05-14,2023-05-24,Standard,88.0,Delivered,10
8831,OR18831,Central,Sports,2023-03-11,2023-03-12,2023-03-19,Standard,135.0,Delivered,7
8832,OR18832,West,Fashion,2022-02-02,2022-02-05,2022-02-09,Standard,135.0,Returned,4
8833,OR18833,East,Fashion,2023-09-05,2023-09-06,2023-09-12,Standard,81.0,Delivered,6
8834,OR18834,West,Grocery,2025-11-05,2025-11-10,2025-11-18,Standard,131.0,Delivered,8
8835,OR18835,South,Sports,2025-04-02,2025-04-07,2025-04-13,Standard,96.0,Delivered,6
8836,OR18836,West,Electronics,2025-10-13,2025-10-16,2025-10-25,Standard,87.0,Delivered,9
8837,OR18837,Central,Sports,2023-05-18,2023-05-18,2023-05-23,Standard,142.0,Delivered,5
8838,OR18838,West,Electronics,2022-11-27,2022-12-01,2022-12-10,Express,186.0,Delivered,9
8839,OR18839,North,Sports,2024-04-04,2024-04-09,2024-04-11,Express,195.0,Delivered,2
8840,OR18840,West,Fashion,2022-11-16,2022-11-20,2022-11-26,Standard,51.0,Delivered,6
8841,OR18841,Central,Home,2022-07-20,2022-07-20,2022-07-24,Standard,87.0,Delivered,4
8842,OR18842,North,Beauty,2023-08-10,2023-08-12,2023-08-21,Express,133.0,Delivered,9
8843,OR18843,East,Grocery,2024-07-17,2024-07-19,2024-07-27,Standard,126.0,Delivered,8
8844,OR18844,North,Electronics,2024-01-19,2024-01-22,2024-01-25,Standard,126.0,Delivered,3
8845,OR18845,South,Home,2024-11-22,2024-11-26,2024-12-06,Express,175.0,Delivered,10
8846,OR18846,North,Electronics,2023-08-26,2023-08-26,2023-09-03,Standard,144.0,Delivered,8
8847,OR18847,East,Grocery,2024-07-02,2024-07-07,2024-07-10,Standard,54.0,Delivered,3
8848,OR18848,West,Home,2025-11-19,2025-11-22,2025-11-26,Express,88.0,Delivered,4
8849,OR18849,North,Home,2025-09-03,2025-09-06,2025-09-16,Express,212.0,Delayed,10
8850,OR18850,North,Beauty,2025-01-22,2025-01-22,2025-02-01,Standard,127.0,Delivered,10
8851,OR18851,North,Beauty,2022-11-13,2022-11-18,2022-11-23,Standard,62.0,Delivered,5
8852,OR18852,North,Grocery,2022-12-02,2022-12-06,2022-12-09,Express,164.0,Delivered,3
8853,OR18853,East,Grocery,2023-03-16,2023-03-17,2023-03-24,Standard,123.0,Delivered,7
8854,OR18854,Central,Electronics,2024-11-13,2024-11-14,2024-11-24,Same Day,235.0,Delayed,10
8855,OR18855,Central,Home,2025-07-09,2025-07-10,2025-07-18,Express,171.0,Delayed,8
8856,OR18856,North,Grocery,2022-03-17,2022-03-22,2022-03-25,Standard,98.0,Delivered,3
8857,OR18857,East,Beauty,2022-10-09,2022-10-12,,Same Day,292.0,Delivered,3
8858,OR18858,East,Electronics,2024-08-18,2024-08-21,2024-08-30,Express,190.0,Delivered,9
8859,OR18859,North,Sports,2025-06-22,2025-06-24,2025-06-30,Express,182.0,Delivered,6
8860,OR18860,South,Beauty,2025-04-20,2025-04-23,2025-04-29,Standard,59.0,Delivered,6
8861,OR18861,North,Grocery,2023-12-03,2023-12-05,2023-12-08,Standard,58.0,Delivered,3
8862,OR18862,South,Beauty,2025-09-25,2025-09-30,2025-10-06,Express,88.0,Delivered,6
8863,OR18863,North,Beauty,2025-07-15,2025-07-15,2025-07-18,Express,120.0,Delivered,3
8864,OR18864,South,Home,2023-04-25,2023-04-30,2023-05-04,Standard,56.0,Delivered,4
8865,OR18865,South,Sports,2024-03-17,2024-03-17,2024-03-22,Standard,132.0,Delayed,5
8866,OR18866,North,Grocery,2024-04-21,2024-04-25,2024-05-01,Standard,75.0,Delivered,6
8867,OR18867,South,Fashion,2023-10-24,2023-10-28,2023-11-01,Standard,123.0,Delivered,4
8868,OR18868,West,Home,2022-09-09,2022-09-12,2022-09-18,Standard,81.0,Delivered,6
8869,OR18869,Central,Beauty,2024-01-15,2024-01-20,2024-01-24,Standard,115.0,Delivered,4
8870,OR18870,East,Home,2025-05-14,2025-05-18,2025-05-22,Same Day,379.0,Delayed,4
8871,OR18871,South,Electronics,2024-11-18,2024-11-20,2024-11-22,Standard,119.0,Delivered,2
8872,OR18872,South,Fashion,2022-05-14,2022-05-14,2022-05-21,Express,111.0,Delivered,7
8873,OR18873,East,Grocery,2022-02-16,2022-02-21,2022-03-03,Express,224.0,Delivered,10
8874,OR18874,South,Fashion,2024-01-16,2024-01-21,2024-01-30,Standard,120.0,Delivered,9
8875,OR18875,East,Beauty,2023-09-07,2023-09-09,2023-09-15,Express,222.0,Delivered,6
8876,OR18876,North,Grocery,2024-10-10,2024-10-12,2024-10-22,Express,131.0,Delivered,10
8877,OR18877,West,Electronics,2022-09-03,2022-09-08,2022-09-12,Standard,54.0,Delivered,4
8878,OR18878,West,Beauty,2023-02-13,2023-02-14,2023-02-16,Standard,76.0,Delivered,2
8879,OR18879,Central,Beauty,2023-11-16,2023-11-20,2023-11-22,Standard,68.0,Delivered,2
8880,OR18880,South,Sports,2025-03-05,2025-03-07,2025-03-11,Express,91.0,Delivered,4
8881,OR18881,Central,Fashion,2023-05-20,2023-05-21,2023-05-26,Standard,98.0,Delivered,5
8882,OR18882,North,Home,2025-11-09,2025-11-12,2025-11-15,Standard,100.0,Delivered,3
8883,OR18883,West,Grocery,2022-12-24,2022-12-25,2023-01-02,Express,109.0,Delivered,8
8884,OR18884,North,Fashion,2023-10-30,2023-10-30,2023-11-05,Standard,94.0,Delivered,6
8885,OR18885,North,Grocery,2023-01-28,2023-02-02,2023-02-11,Standard,97.0,Delivered,9
8886,OR18886,South,Fashion,2022-04-08,2022-04-09,2022-04-15,Standard,89.0,Delivered,6
8887,OR18887,North,Home,2024-12-08,2024-12-11,2024-12-18,Standard,112.0,Delivered,7
8888,OR18888,West,Grocery,2022-03-02,2022-03-02,2022-03-10,Express,169.0,Delayed,8
8889,OR18889,Central,Grocery,2025-06-20,2025-06-21,2025-06-23,Standard,50.0,Delayed,2
8891,OR18891,South,Electronics,2024-04-14,2024-04-16,2024-04-25,Express,156.0,Delivered,9
8892,OR18892,West,Fashion,2023-03-03,2023-03-05,2023-03-13,Standard,147.0,Delivered,8
8893,OR18893,East,Home,2022-06-22,2022-06-24,2022-06-29,Standard,65.0,Delayed,5
8894,OR18894,Central,Sports,2025-09-21,2025-09-25,2025-09-27,Standard,63.0,Delivered,2
8895,OR18895,East,Sports,2023-08-29,2023-08-31,2023-09-03,Standard,126.0,Delayed,3
8896,OR18896,East,Electronics,2022-05-27,2022-05-29,2022-05-31,Standard,123.0,Delivered,2
8897,OR18897,South,Home,2022-10-27,2022-10-30,2022-11-06,Same Day,203.0,Delivered,7
8898,OR18898,North,Beauty,2024-11-15,2024-11-17,2024-11-22,Standard,140.0,Delivered,5
8899,OR18899,East,Fashion,2024-07-06,2024-07-07,2024-07-17,Standard,87.0,Delivered,10
8900,OR18900,West,Grocery,2023-07-03,2023-07-05,2023-07-08,Express,217.0,Delivered,3
8901,OR18901,North,Electronics,2024-08-22,2024-08-22,2024-08-25,Same Day,363.0,Delivered,3
8902,OR18902,West,Grocery,2022-07-25,2022-07-25,2022-08-01,Same Day,285.0,Delivered,7
8903,OR18903,West,Sports,2025-03-21,2025-03-23,2025-03-25,Express,125.0,Delivered,2
8904,OR18904,North,Grocery,2023-04-07,2023-04-08,2023-04-12,Express,156.0,Delivered,4
8905,OR18905,North,Fashion,2022-06-17,2022-06-21,2022-06-29,Express,133.0,Delivered,8
8906,OR18906,West,Beauty,2023-01-11,2023-01-13,2023-01-22,Standard,124.0,Delivered,9
8907,OR18907,South,Fashion,2025-05-11,2025-05-11,2025-05-18,Standard,138.0,Delivered,7
8908,OR18908,Central,Beauty,2024-06-24,2024-06-25,2024-06-27,Standard,73.0,Delivered,2
8909,OR18909,Central,Grocery,2023-11-02,2023-11-06,2023-11-13,Same Day,258.0,Delivered,7
8910,OR18910,South,Grocery,2025-04-17,2025-04-19,2025-04-21,Same Day,395.0,Delayed,2
8911,OR18911,North,Electronics,2022-08-05,2022-08-09,2022-08-19,Standard,97.0,Delivered,10
8912,OR18912,West,Beauty,2024-03-31,2024-04-03,2024-04-12,Standard,81.0,Delivered,9
8913,OR18913,Central,Fashion,2025-03-28,2025-03-31,2025-04-08,Standard,117.0,Delayed,8
8914,OR18914,West,Grocery,2023-05-20,2023-05-21,2023-05-30,Express,231.0,Delivered,9
8915,OR18915,South,Home,2023-10-18,2023-10-22,2023-11-01,Standard,80.0,Delivered,10
8916,OR18916,West,Electronics,2025-10-12,2025-10-15,2025-10-24,Express,224.0,Delivered,9
8917,OR18917,South,Electronics,2022-03-11,2022-03-13,2022-03-20,Standard,57.0,Delivered,7
8918,OR18918,North,Electronics,2022-10-26,2022-10-31,2022-11-02,Standard,97.0,Delivered,2
8919,OR18919,South,Electronics,2022-05-03,2022-05-05,2022-05-13,Standard,125.0,Delivered,8
8920,OR18920,South,Beauty,2025-07-14,2025-07-18,2025-07-27,Standard,80.0,Delayed,9
8921,OR18921,Central,Beauty,2025-12-18,2025-12-21,2025-12-26,Same Day,269.0,Delivered,5
8922,OR18922,West,Grocery,2025-04-24,2025-04-25,2025-04-29,Standard,91.0,Delivered,4
8923,OR18923,Central,Sports,2022-06-04,2022-06-06,2022-06-13,Standard,127.0,Delivered,7
8924,OR18924,East,Home,2022-06-18,2022-06-22,2022-07-01,Standard,114.0,Delivered,9
8925,OR18925,South,Sports,2024-06-28,2024-07-03,2024-07-09,Standard,50.0,Delivered,6
8926,OR18926,East,Sports,2022-12-06,2022-12-09,2022-12-18,Standard,56.0,Delivered,9
8927,OR18927,Central,Grocery,2025-12-13,2025-12-14,2025-12-16,Standard,92.0,Delivered,2
8928,OR18928,West,Electronics,2022-08-11,2022-08-16,2022-08-21,Standard,94.0,Delivered,5
8929,OR18929,Central,Electronics,2023-05-29,2023-05-31,2023-06-09,Same Day,,Delivered,9
8930,OR18930,West,Grocery,2023-12-26,2023-12-30,2024-01-03,Standard,85.0,Delivered,4
8931,OR18931,West,Grocery,2025-01-17,2025-01-17,2025-01-23,Standard,83.0,Delivered,6
8932,OR18932,North,Beauty,2024-11-02,2024-11-06,2024-11-09,Express,212.0,Delivered,3
8933,OR18933,South,Fashion,2024-11-25,2024-11-30,2024-12-02,Standard,71.0,Delivered,2
8934,OR18934,Central,Electronics,2022-08-26,2022-08-30,2022-09-01,Express,151.0,Returned,2
8935,OR18935,West,Home,2023-12-17,2023-12-21,2023-12-24,Express,140.0,Delivered,3
8936,OR18936,Central,Fashion,2025-12-20,2025-12-25,2026-01-01,Standard,147.0,Delivered,7
8937,OR18937,Central,Sports,2022-08-02,2022-08-04,2022-08-12,Express,114.0,Delivered,8
8938,OR18938,West,Beauty,2022-01-15,2022-01-17,2022-01-21,Standard,69.0,Delayed,4
8939,OR18939,East,Beauty,2022-05-15,2022-05-17,2022-05-27,Standard,147.0,Delayed,10
8940,OR18940,South,Electronics,2023-10-22,2023-10-26,2023-11-02,Express,124.0,Delivered,7
8941,OR18941,South,Grocery,2023-03-03,2023-03-07,2023-03-09,Standard,81.0,Delivered,2
8942,OR18942,North,Grocery,2023-06-24,2023-06-27,2023-07-04,Express,199.0,Delivered,7
8943,OR18943,North,Grocery,2024-06-03,2024-06-08,2024-06-10,Standard,62.0,Delayed,2
8944,OR18944,North,Electronics,2024-05-16,2024-05-21,2024-05-29,Standard,100.0,Returned,8
8945,OR18945,South,Beauty,2022-02-14,2022-02-17,2022-02-21,Standard,57.0,Delivered,4
8946,OR18946,East,Home,2023-06-05,2023-06-06,2023-06-16,Standard,55.0,Delivered,10
8947,OR18947,South,Grocery,2024-12-30,2024-12-30,2025-01-01,Express,232.0,Delivered,2
8948,OR18948,South,Beauty,2022-10-23,2022-10-25,2022-10-30,Same Day,263.0,Delivered,5
8949,OR18949,South,Electronics,2024-02-17,2024-02-17,2024-02-24,Standard,132.0,Delivered,7
8950,OR18950,South,Sports,2024-09-21,2024-09-23,2024-10-01,Express,112.0,Delivered,8
8951,OR18951,East,Fashion,2025-06-30,2025-07-05,2025-07-15,Standard,74.0,Delivered,10
8952,OR18952,North,Electronics,2024-03-26,2024-03-29,2024-04-03,Standard,130.0,Delivered,5
8953,OR18953,Central,Electronics,2023-11-16,2023-11-17,2023-11-24,Express,193.0,Delivered,7
8954,OR18954,North,Beauty,2025-05-04,2025-05-04,2025-05-11,Standard,121.0,Delivered,7
8955,OR18955,North,Grocery,2025-04-24,2025-04-28,2025-05-04,Standard,121.0,Delivered,6
8956,OR18956,Central,Fashion,2023-05-13,2023-05-18,2023-05-28,Same Day,334.0,Delivered,10
8957,OR18957,South,Fashion,2022-05-27,2022-05-30,2022-06-05,Standard,119.0,Delivered,6
8958,OR18958,East,Grocery,2025-02-17,2025-02-18,2025-02-22,Standard,148.0,Delivered,4
8959,OR18959,East,Home,2022-06-25,2022-06-27,2022-07-03,Standard,136.0,Delivered,6
8960,OR18960,North,Electronics,2023-05-21,2023-05-23,2023-06-02,Standard,90.0,Delivered,10
8961,OR18961,Central,Grocery,2024-11-17,2024-11-18,2024-11-28,Express,109.0,Delivered,10
8962,OR18962,West,Beauty,2025-12-22,2025-12-24,2026-01-03,Standard,148.0,Delivered,10
8963,OR18963,South,Home,2022-01-22,2022-01-24,2022-01-27,Same Day,218.0,Delivered,3
8964,OR18964,North,Grocery,2025-01-14,2025-01-18,2025-01-24,Standard,61.0,Delivered,6
8965,OR18965,East,Sports,2023-04-27,2023-04-29,2023-05-09,Express,228.0,Delivered,10
8966,OR18966,Central,Home,2025-04-06,2025-04-11,2025-04-17,Standard,85.0,Delivered,6
8967,OR18967,Central,Beauty,2022-10-27,2022-10-27,2022-10-30,Express,201.0,Delivered,3
8968,OR18968,North,Home,2023-05-11,2023-05-16,2023-05-20,Standard,124.0,Delivered,4
8969,OR18969,West,Fashion,2022-01-31,2022-02-01,2022-02-10,Express,221.0,Delivered,9
8970,OR18970,East,Electronics,2025-01-19,2025-01-20,2025-01-25,Same Day,309.0,Delivered,5
8971,OR18971,North,Grocery,2025-07-08,2025-07-12,2025-07-15,Standard,95.0,Delivered,3
8972,OR18972,West,Beauty,2023-05-05,2023-05-08,2023-05-11,Standard,127.0,Delivered,3
8973,OR18973,Central,Beauty,2024-10-20,2024-10-25,2024-11-04,Standard,110.0,Delivered,10
8975,OR18975,East,Electronics,2022-07-16,2022-07-21,2022-07-27,Standard,126.0,Delivered,6
8976,OR18976,East,Beauty,2022-05-07,2022-05-09,2022-05-19,Standard,108.0,Delivered,10
8977,OR18977,West,Beauty,2022-04-03,2022-04-04,2022-04-12,Same Day,216.0,Returned,8
8978,OR18978,North,Electronics,2023-12-07,2023-12-12,2023-12-21,Express,124.0,Delivered,9
8979,OR18979,Central,Beauty,2025-07-17,2025-07-17,2025-07-20,Standard,65.0,Delivered,3
8980,OR18980,West,Beauty,2023-03-19,2023-03-19,2023-03-25,Same Day,363.0,Delivered,6
8981,OR18981,South,Beauty,2024-08-25,2024-08-27,2024-09-02,Standard,127.0,Delayed,6
8982,OR18982,South,Fashion,2024-06-18,2024-06-21,2024-06-30,Same Day,334.0,Delivered,9
8983,OR18983,South,Electronics,2022-08-17,2022-08-19,2022-08-25,Standard,82.0,Delivered,6
8984,OR18984,West,Sports,2025-12-10,2025-12-13,2025-12-18,Same Day,292.0,Delivered,5
8985,OR18985,Central,Fashion,2022-11-01,2022-11-05,2022-11-12,Standard,104.0,Delivered,7
8986,OR18986,East,Home,2025-04-04,2025-04-08,2025-04-14,Standard,135.0,Delivered,6
8987,OR18987,North,Electronics,2022-04-03,2022-04-07,2022-04-12,Standard,72.0,Delivered,5
8988,OR18988,East,Home,2024-06-10,2024-06-11,2024-06-20,Standard,116.0,Delivered,9
8989,OR18989,Central,Fashion,2025-11-09,2025-11-14,2025-11-21,Standard,135.0,Delivered,7
8990,OR18990,East,Beauty,2024-06-17,2024-06-20,2024-06-22,Standard,86.0,Delivered,2
8991,OR18991,West,Sports,2024-03-20,2024-03-23,2024-04-02,Same Day,230.0,Delivered,10
8992,OR18992,South,Sports,2025-02-06,2025-02-07,2025-02-09,Same Day,373.0,Delivered,2
8993,OR18993,Central,Electronics,2023-04-12,2023-04-16,2023-04-21,Standard,69.0,Delivered,5
8994,OR18994,Central,Sports,2022-07-25,2022-07-26,2022-07-28,Express,100.0,Delivered,2
8995,OR18995,East,Beauty,2024-07-16,2024-07-18,2024-07-26,Standard,53.0,Delivered,8
8996,OR18996,West,Grocery,2022-10-06,2022-10-10,2022-10-14,Express,142.0,Delivered,4
8997,OR18997,East,Beauty,2022-06-03,2022-06-08,2022-06-11,Standard,52.0,Delivered,3
8998,OR18998,East,Fashion,2025-09-23,2025-09-26,2025-10-01,Standard,65.0,Delayed,5
8999,OR18999,Central,Beauty,2022-08-16,2022-08-18,2022-08-27,Standard,127.0,Delivered,9
9000,OR19000,East,Sports,2024-09-29,2024-10-01,2024-10-06,Express,229.0,Delivered,5
9001,OR19001,South,Fashion,2023-11-09,2023-11-13,2023-11-16,Express,178.0,Delayed,3
9002,OR19002,East,Fashion,2024-02-29,2024-03-01,2024-03-07,Standard,103.0,Delayed,6
9003,OR19003,South,Beauty,2023-12-23,2023-12-26,2024-01-01,Standard,52.0,Delivered,6
9004,OR19004,Central,Beauty,2023-07-29,2023-08-02,2023-08-09,Standard,124.0,Delivered,7
9005,OR19005,West,Grocery,2023-09-16,2023-09-18,2023-09-25,Standard,100.0,Delivered,7
9006,OR19006,South,Beauty,2025-09-25,2025-09-27,2025-10-02,Standard,112.0,Delivered,5
9007,OR19007,West,Beauty,2024-06-30,2024-07-02,2024-07-09,Standard,80.0,Delayed,7
9008,OR19008,West,Electronics,2025-04-24,2025-04-26,2025-04-29,Standard,132.0,Delivered,3
9009,OR19009,South,Fashion,2022-04-23,2022-04-28,2022-05-01,Standard,125.0,Delivered,3
9010,OR19010,Central,Grocery,2023-08-09,2023-08-10,2023-08-16,Standard,137.0,Delivered,6
9011,OR19011,North,Sports,2023-05-06,2023-05-09,2023-05-16,Standard,147.0,Delayed,7
9012,OR19012,West,Home,2025-02-14,2025-02-15,2025-02-23,Same Day,231.0,Delivered,8
9013,OR19013,West,Electronics,2022-04-09,2022-04-13,2022-04-16,Standard,53.0,Delayed,3
9014,OR19014,Central,Beauty,2024-04-28,2024-04-29,2024-05-04,Standard,113.0,Delivered,5
9015,OR19015,Central,Home,2024-03-29,2024-04-02,2024-04-10,Express,109.0,Delivered,8
9016,OR19016,East,Grocery,2022-10-24,2022-10-24,2022-10-30,Standard,79.0,Delivered,6
9017,OR19017,Central,Fashion,2024-09-16,2024-09-16,2024-09-20,Standard,105.0,Delivered,4
9018,OR19018,West,Grocery,2024-06-18,2024-06-22,2024-07-02,Express,192.0,Delayed,10
9019,OR19019,South,Electronics,2024-07-31,2024-08-01,2024-08-11,Standard,147.0,Delivered,10
9020,OR19020,North,Electronics,2022-05-30,2022-06-03,2022-06-05,Standard,74.0,Delivered,2
9021,OR19021,East,Sports,2024-11-20,2024-11-22,2024-12-01,Standard,135.0,Delivered,9
9022,OR19022,South,Grocery,2025-03-26,2025-03-27,2025-03-31,Same Day,343.0,Delayed,4
9023,OR19023,North,Electronics,2023-03-01,2023-03-01,2023-03-08,Standard,110.0,Delivered,7
9024,OR19024,North,Grocery,2024-08-06,2024-08-09,2024-08-16,Express,164.0,Delivered,7
9025,OR19025,North,Sports,2022-02-24,2022-03-01,2022-03-08,Express,,Returned,7
9026,OR19026,South,Sports,2024-09-11,2024-09-16,2024-09-26,Standard,126.0,Delivered,10
9027,OR19027,East,Grocery,2022-05-25,2022-05-25,2022-05-27,Standard,116.0,Delivered,2
9028,OR19028,East,Beauty,2024-11-07,2024-11-10,2024-11-13,Standard,88.0,Delivered,3
9029,OR19029,North,Electronics,2025-08-01,2025-08-05,2025-08-11,Same Day,385.0,Delivered,6
9030,OR19030,South,Fashion,2024-01-15,2024-01-19,2024-01-27,Standard,91.0,Delivered,8
9031,OR19031,North,Beauty,2025-05-27,2025-05-29,2025-06-08,Standard,94.0,Delivered,10
9032,OR19032,Central,Fashion,2025-05-23,2025-05-23,2025-05-30,Standard,105.0,Delayed,7
9033,OR19033,East,Beauty,2023-09-10,2023-09-10,2023-09-18,Express,201.0,Delivered,8
9034,OR19034,West,Sports,2022-12-11,2022-12-16,2022-12-25,Standard,146.0,Delivered,9
9035,OR19035,North,Electronics,2025-06-28,2025-07-02,2025-07-05,Standard,53.0,Delivered,3
9036,OR19036,Central,Sports,2023-02-10,2023-02-14,2023-02-17,Express,194.0,Delivered,3
9037,OR19037,East,Sports,2023-07-20,2023-07-22,2023-07-30,Standard,128.0,Delayed,8
9038,OR19038,South,Sports,2024-08-30,2024-08-31,2024-09-02,Standard,54.0,Delivered,2
9039,OR19039,East,Sports,2022-12-03,2022-12-07,2022-12-12,Standard,56.0,Delivered,5
9040,OR19040,South,Grocery,2024-12-04,2024-12-06,2024-12-15,Standard,133.0,Delivered,9
9041,OR19041,South,Grocery,2025-02-28,2025-03-04,2025-03-14,Standard,72.0,Delivered,10
9042,OR19042,North,Electronics,2025-02-26,2025-02-27,2025-03-08,Standard,63.0,Delivered,9
9043,OR19043,North,Beauty,2022-07-02,2022-07-07,2022-07-12,Same Day,276.0,Delivered,5
9044,OR19044,East,Electronics,2022-08-22,2022-08-25,2022-09-04,Same Day,286.0,Delayed,10
9045,OR19045,Central,Home,2024-05-28,2024-05-31,2024-06-06,Express,184.0,Delayed,6
9046,OR19046,East,Fashion,2025-08-17,2025-08-21,2025-08-23,Same Day,344.0,Delivered,2
9047,OR19047,West,Grocery,2022-11-09,2022-11-10,2022-11-12,Standard,114.0,Delayed,2
9048,OR19048,South,Electronics,2022-10-12,2022-10-17,2022-10-19,Standard,53.0,Delivered,2
9049,OR19049,South,Beauty,2023-06-14,2023-06-16,2023-06-26,Express,119.0,Delivered,10
9050,OR19050,North,Sports,2025-06-11,2025-06-11,2025-06-19,Standard,77.0,Delivered,8
9051,OR19051,Central,Grocery,2025-11-17,2025-11-21,2025-11-27,Standard,54.0,Returned,6
9052,OR19052,North,Fashion,2023-08-25,2023-08-25,2023-08-31,Same Day,236.0,Delivered,6
9053,OR19053,West,Grocery,2022-04-07,2022-04-10,2022-04-18,Same Day,353.0,Delivered,8
9054,OR19054,East,Beauty,2025-01-04,2025-01-09,2025-01-19,Express,179.0,Delivered,10
9055,OR19055,East,Fashion,2023-09-11,2023-09-15,2023-09-24,Standard,90.0,Delivered,9
9056,OR19056,Central,Home,2023-10-17,2023-10-18,2023-10-23,Express,141.0,Delivered,5
9057,OR19057,North,Electronics,2025-10-27,2025-10-31,2025-11-05,Standard,59.0,Delivered,5
9058,OR19058,North,Beauty,2023-04-07,2023-04-12,2023-04-21,Standard,61.0,Delayed,9
9059,OR19059,West,Fashion,2022-01-09,2022-01-12,2022-01-17,Express,135.0,Delivered,5
9060,OR19060,East,Home,2025-03-28,2025-04-02,2025-04-11,Standard,125.0,Delivered,9
9061,OR19061,North,Beauty,2025-11-10,2025-11-11,2025-11-14,Express,203.0,Delivered,3
9062,OR19062,Central,Beauty,2024-08-07,2024-08-11,2024-08-13,Standard,55.0,Delivered,2
9063,OR19063,East,Grocery,2022-04-12,2022-04-13,2022-04-21,Standard,100.0,Delivered,8
9064,OR19064,West,Electronics,2022-04-19,2022-04-21,2022-04-26,Express,247.0,Delivered,5
9065,OR19065,Central,Fashion,2023-09-06,2023-09-07,2023-09-10,Standard,117.0,Delivered,3
9066,OR19066,South,Beauty,2023-01-13,2023-01-13,2023-01-18,Standard,133.0,Delivered,5
9067,OR19067,West,Beauty,2023-10-03,2023-10-04,2023-10-14,Standard,79.0,Delivered,10
9068,OR19068,Central,Fashion,2023-09-25,2023-09-30,2023-10-05,Express,124.0,Delayed,5
9069,OR19069,North,Beauty,2024-10-01,2024-10-01,2024-10-03,Express,220.0,Delayed,2
9070,OR19070,South,Electronics,2022-02-03,2022-02-04,2022-02-12,Express,219.0,Returned,8
9071,OR19071,West,Beauty,2023-12-06,2023-12-11,2023-12-13,Standard,77.0,Delivered,2
9072,OR19072,North,Grocery,2023-01-03,2023-01-05,2023-01-11,Express,154.0,Delivered,6
